Dolphin class,1,1,Submarine,1540/2215 BRT ,319 feet ,63 men ,6 torpedo tubes 1 4inch deck gun AA guns ,17/8 knots (surfaced/submerged),Diesels ,4200/875  (surfaced/submerged), ,http://uboat.net/allies/warships/class/154.html
Cachalot class,2,2,Submarine,1120/1650 BRT ,271 feet ,45 men ,6 torpedo tubes 1 3inch gun AA guns ,18 knots (surfaced/submerged),Diesels ,3100  (surfaced/submerged), ,http://uboat.net/allies/warships/class/155.html
Barracuda class,3,3,Submarine,2000/2506 BRT ,341 feet ,75 men ,6 torpedo tubes - 16 torpedoes 1 3inch deck gun AA guns ,"18,7/8 knots (surfaced/submerged)",Diesels/Electric ,6700/2400  (surfaced/submerged),"These boats never reached their design speed of 18,7 knots during operations. ",http://uboat.net/allies/warships/class/156.html
Porpoise class,2,2,Submarine,1310/1934 BRT ,301 feet ,5 + 45 men ,"Armament six 21"" torpedo tubes, four forward, two aft, 18 torpedoes. one 3""/50 deck gun. two .50 cal. machine guns. two .30 cal. machine guns. ",19/8 kts knots (surfaced/submerged),Diesels/Electric 2 shafts ,4300 / 2085 hp.  (surfaced/submerged),These boats were the first all-welded submarines in the US Navy. Their speed was reported to exceed 20 knots. ,http://uboat.net/allies/warships/class/157.html
24 class,4,4,Sloop,1748 BRT ,262 feet , ,"2 4"" guns 2 2pdr  ",14.5 knots,,2000 HP , ,http://uboat.net/allies/warships/class/158.html
Admiral class,1,1,Battlecruiser,42100 BRT ,860.5 feet (oa) ,1341 men ,"1939; 8 15"" guns (4x2) 10 5.5"" guns (10x1) 8 4"" AA guns (4x2) 24 2pdr AA (3x8) 20 .5"" AA (5x4) ",31 knots,"Geared turbines, 4 shafts ",144000 SHP ,"All 5.5"" guns were landed during a refit at Devonport Dockyard during April/May 1940 and three more twin 4"" AA gun turrets were shipped instead. ",http://uboat.net/allies/warships/class/159.html
Admiralen class,8,8,Destroyer,1680 BRT ,"98,1 m ",149 men ,"First group; 4 4.7"" gun (4x1) 2 3"" AA guns (2x1) 4 .50"" MG AA 6 21"" torpedo tubes (2x3) 24 mines 1 aircraft (but no catapult) Second group; 4 4.7"" gun (4x1) 1 3"" AA guns (2x1) 4 40mm AA guns 4 .50"" MG AA 6 21"" torpedo tubes (2x3) 1 aircraft (but no catapult) ",34 knots,"Geared turbines, 2 shafts ",31000 HP ,Based on the British prototypes HMS Amazon and HMS Ambuscade . ,http://uboat.net/allies/warships/class/160.html
Audacity class,1,1,Escort carrier,11000 BRT ,475 feet , ,"1 4"" AA gun 6 20mm AA (6x1) 6 aircraft ",15 knots,"Diesel engines, 2 shafts ",4750 HP ,The HMS Audacity was the former German vessel Hannover that was captured by the British. ,http://uboat.net/allies/warships/class/161.html
Bittern class,3,3,Sloop,1190 BRT ,266 feet ,125 men ,"6 4"" AA guns (3x2). 4 .5"" AA (1x4). Enchantress (as designed); 4 4.7"" guns. (4x1). 4 .5"" AA (1x4). ",18.75 knots,"Geared turbines, 2 shafts ",3300 SHP , ,http://uboat.net/allies/warships/class/162.html
Bridgewater class,2,2,Sloop,1045 BRT ,81m , ,"2 x 4"" guns ",17 knots,,, ,http://uboat.net/allies/warships/class/163.html
Colossus class,10,10,Aircraft carrier,13190 BRT ,695 feet (oa) ,1300 men ,24 2pdr AA (6x4) 32 20mm AA 37 aircraft ,25 knots,"Geared turbines, 2 shafts ",40000 HP ,HMS Pioneer and HMS Perseus were completed as aircraft maintenance ships. ,http://uboat.net/allies/warships/class/164.html
De Ruyter class,1,1,Light cruiser,7550 BRT ,168m ,437 men ,"7 5.9"" guns (2x2, 1x1) 10 40mm AA (5x2) 8 .5"" MG AA (4x2) 2 aircraft 1 catapult ",32 knots,"Geared turbines, 2 shafts ",68000 HP , ,http://uboat.net/allies/warships/class/165.html
Douwe Aukes class,3,3,Minelayer,687 BRT ,55m ,60 men ,"3 3"" guns (3x1) 2 .5"" MG AA 1 .25"" MG AA 87 mines. ",13 knots,"Triple-expansion-engines, 2 shafts ",1175 HP , ,http://uboat.net/allies/warships/class/166.html
Egret class,3,3,Sloop,1200 BRT ,276 feet ,188 men ,"8 4"" AA guns (4x2). 4 .5"" AA (1x4). ",19.25 knots,"Geared turbines, 2 shafts ",3600 SHP , ,http://uboat.net/allies/warships/class/167.html
Flores class,2,2,Sloop,1793 BRT ,"75,6 m ",145 men ,"3 5.9"" guns (3x1) 1 3"" AA gun 4 .5"" MG AA 1 aircraft. ",15 knots,"Triple-expansion engines, 2 shafts ",2000 ,Designed to patrol the Dutch East Indies. They were well armed compared to for instance the British sloops. They could even carry an aircraft. During the war the Anti-Aircraft armament was increased. ,http://uboat.net/allies/warships/class/168.html
Folkestone class,5,5,Sloop,1045 BRT ,250 feet ,100 men ,"2 4"" guns (2x1). 4.5"" AA guns (1x4). ",16 knots,"Geared turbines, 2 shaft ",2000 SHP , ,http://uboat.net/allies/warships/class/169.html
Gerard Callenburgh class,4,4,Destroyer,2240 BRT ,"106,3 m ",180 men ,"Original design; 5 4.7"" guns (2x2, 1x1) 4 40mm AA (2x2) 4 .5"" MG AA (2x2) 8 21"" torpedo tubes (2x4) 24 mines 1 aircraft (but no catapult) HrMs Isaac Sweers after completion in England; 6 4"" AA guns (3x2) 4 40mm AA (2x2) 2 20mm AA (2x1) 4 .5"" MG AA (1x4) 8 21"" torpedo tubes (2x4) ",36 knots,"Geared turbines, 2 shafts ",45000 HP ,Four ships were to be built to this design but only one eventually served in the Royal Netherlands Navy. The Isaac Sweers was towed to the U.K. in May 1940 and was completed there to a different design. Two were scuttled incomplete at Rotterdam. These were raised by the Germans and one of these was completed by the Kriegsmarine as ZH-1 . The fourth ship was blown up on the slip after attempts to launch her (to be towed to the U.K. just like the Isaac Sweers) failed. ,http://uboat.net/allies/warships/class/170.html
Gruno class,3,3,Gunboat,542 BRT ,"52,5 m ",63 men ,"4 4.1"" guns (4x1) 2 12.7mm AA ",15 knots,"Diesel engines, 2 shafts ",1200 HP ,"Obsolete gunboats but well armed with 4 4.1"" guns as main battery. ",http://uboat.net/allies/warships/class/171.html
Halcyon class,21,21,Minesweeper,850 BRT ,245 feet ,80 men ,"2 x 4"" AA guns (2x1) 4 .5"" AA (1x4) ",17 knots,"Reciprocating engines / Geared turbines, 2 shafts ",1750 IHP / SHP ,"There were three variants of the class; Displacement, dimensions, engines and armament was not exactly the same for each variant. The first group had reciprocating engines, the second and third group had geared turbines. Also check out this very fine website on this class (offsite link). ",http://uboat.net/allies/warships/class/172.html
Hermes class,1,1,Aircraft carrier,10850 BRT ,598 feet (oa) ,664 men ,"6 5.5"" guns (6x1) 3 4"" AA guns (3x1) 15 aircraft. ",25 knots,"Geared turbines, 2 shafts ",40000 HP , ,http://uboat.net/allies/warships/class/173.html
Hydra class,2,2,Minelayer,593 BRT ,"49,7m ",59 men ,"3 3"" guns (3x1) 2 .5"" MG AA 1 .25"" MG AA (Medusa only) 70 mines (Medusa 73 mines) ",11 knots,"Triple-expansion-engines, 2 shafts ",800 HP , ,http://uboat.net/allies/warships/class/174.html
Jan van Amstel class,9,9,Minesweeper,525 BRT ,56.8 m ,45 men ,"1 3"" gun 4 .50"" MG AA (2x2) 40 mines ",15 knots,"Triple expansion engines, 2 shafts ",1600 HP ,Purpose designed minesweepers also fitted for mine laying. ,http://uboat.net/allies/warships/class/175.html
Jan van Brakel class,1,1,Minelayer,995 BRT ,58.7m ,65 men ,"2 3"" guns (2x1) 1 37mm AA 4 .5"" MG AA 60 mines ",15 knots,"Triple-expansion-engines, 2 shafts ",1600 HP , ,http://uboat.net/allies/warships/class/176.html
Java class,2,2,Light cruiser,8210 BRT ,"155,30m ",526 men ,"10 5.9"" guns (10x1) Java; 8 40mm AA (4x2), Sumatra; 6 40mm AA (6x1) 6 12.7mm AA (4x1) 2 aircraft (but no catapult) ",30.5 knots,"Geared turbines, 3 shafts ",72000 HP ,The completion of these ships was delayed due to the First World War. By the time they were completed they were already obsolete. ,http://uboat.net/allies/warships/class/177.html
Z 5 class,7,7,Torpedo boat,263 BRT ,58.5 m ,48 men ,"2 3"" guns (2x1) 2 .5"" MG AA 4 17.7"" torpedo tubes ",27 knots,"Triple expansion engines, 2 shafts ",5500 HP ,Z 5 was modified between the two World War's and had different specifications; Complement: 34 Armament: same as above but the torpedo tubes were removed Speed: 22 knots Power: 3000 HP  ,http://uboat.net/allies/warships/class/178.html
K V class,1,1,Submarine,569 / 649 BRT ,57.3m ,31 men ,"1 3"" gun 1 12.7mm MG 6 17.7"" torpedo tubes (2 bow, 2 amidships, 2 stern). 12 torpedoes ",13.5 / 8 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",1200 / 400 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/179.html
K VIII class,4,4,Submarine,583 / 810 BRT ,64.4m ,31 men ,"1 3.5"" gun 1 12.7mm MG 4 17.7"" torpedo tubes (2 bow, 2 stern) 10 torpedoes ",16 / 8 knots (surfaced/submerged),Diesels / Electric ,1550 / 400 HP  (surfaced/submerged),These boats benefitted from late WWI-war experiences and adjustments could be made to their design. ,http://uboat.net/allies/warships/class/180.html
K XI class,3,3,Submarine,688 / 828 BRT ,66.7m ,31 men ,"1 3.5"" gun 1 12.7mm MG 2 21"" torpedo tubes (bow) 4 torpedoes 2 17.7"" torpedo tubes (bow) 2 17.7"" torpedo tubes (stern) 8 torpedoes ",17 / 8 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",2400 HP / 654 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/181.html
K XIV class,5,5,Submarine,865 / 1045 BRT ,73.6m ,36 men ,"1 3.5"" gun 2 40mm AA (2x1) 8 21"" torpedo tubes (4 bow, 2 stern, 2 external amidships) 14 torpedoes ",17 / 9 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",3200 / 860 HP  (surfaced/submerged),Crew figures range from 34 to 38 in sources. ,http://uboat.net/allies/warships/class/182.html
Krakatau class,1,1,Minelayer,982 BRT ,65 m ,105 men ,"2 3"" guns (2x1) 4 .5"" MG AA 150 mines ",15.5 knots,"Triple-expansion-engine, 1 shaft ",2500 HP , ,http://uboat.net/allies/warships/class/183.html
La Melpoméne class,18,18,Torpedo boat,610 BRT ,81meters ,92 men ,"2 3.9"" guns (2x1). 2 37 mm AA. 4 13 mm AA. 2 21.7"" torpedo tubes (1x2).  ",34.5 knots,"Geared turbines, 2 shafts ",22000 SHP , ,http://uboat.net/allies/warships/class/184.html
Merchantile Conversion class,19,19,Escort carrier, , , , ,,,,Many of these ships were tanker or grain carrier conversions and did continue to function as such even with the flight deck attached. The air crews were Royal Navy but many of the ships themselves were manned with civilians. ,http://uboat.net/allies/warships/class/185.html
Minotaur class,6,9,Light cruiser,8800 BRT ,555.5 feet (oa) ,730 men ,"As designed; 9 6"" guns (3x3) 10 4"" AA guns (5x2) 16 2pdr AA (4x4) 6 21"" torpedo tubes (2x3) ",32.5 knots,"Geared turbines, 2 shafts ",72500 HP ,When completed these ships also had numerous 40mm and 20mm Anti Aircraft armament fitted. ,http://uboat.net/allies/warships/class/186.html
Nautilus class,1,1,Minelayer,951 BRT ,55m ,57 men ,"2 3"" guns (2x1) 1 37mm AA 2 .5"" MG AA 40 mines ",15 knots,"Triple-expansion-engines, 2 shafts ",1350 HP ,Also used as fishery inspection vessel. ,http://uboat.net/allies/warships/class/187.html
O 12 class,3,4,Submarine,610 / 754 BRT ,60.5 m ,31 men ,"2 40mm (2x1) 1 12.7mm MG 5 21"" torpedo tubes (4 bow, 1 stern) 10 torpedoes ",16 / 8 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",1800 / 620 HP  (surfaced/submerged),"These were the first Dutch submarines with all 21"" torpedo tubes. They carried no deck gun. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/188.html
O 16 class,1,1,Submarine,984 / 1194 BRT ,76.5 m ,36 men ,"1 3.5"" gun 2 40mm (2x1) 8 21"" torpedo tubes (4 bow, 2 stern, 2 external amidships) 14 torpedoes ",18 / 9 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",3200 / 920 HP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/189.html
O 19 class,2,2,Submarine,1145 / 1561 BRT ,80.7m ,40 men ,"1 3.5"" gun 2 40mm (2x1) 1 12.7mm MG 8 21"" torpedo tubes (4 bow, 2 stern, 2 external amidships) 14 torpedoes 40 mines ",19.5 / 9 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",5300 / 1000 HP  (surfaced/submerged),"This was the first submarine class in the world equipped with a ""snort"" (Schnorchel). Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/190.html
O 21 class,7,7,Submarine,990 / 1205 BRT ,77.7 m ,39 men ,"1 3.5"" gun 2 40mm (2x1) 1 12.7mm MG 8 21"" torpedo tubes (4 bow, 2 stern, 2 external amidships) 14 torpedoes ",19.5 / 9 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",5000 / 1000 HP  (surfaced/submerged),Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ,http://uboat.net/allies/warships/class/191.html
O 9 class,3,3,Submarine,526 / 656 BRT ,54.7m ,29 men ,"1 3.5"" gun 1 12.7mm MG 2 21"" torpedo tubes (bow) 4 torpedoes 3 17.7"" torpedo tubes (2 bow, 1 stern) 6 torpedoes ",12 / 8 knots (surfaced/submerged),"Diesels / Electric, 2 shafts ",900 / 500 HP  (surfaced/submerged),Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ,http://uboat.net/allies/warships/class/192.html
Prins van Oranje class,2,2,Minelayer,1291 BRT ,70 m ,121 men ,"2 3"" guns (2x1) 2 40mm AA (2x1) 2 .5"" MG AA (2x1) 150 mines ",15 knots,"Triple-expansion-engines, 2 shafts ",1750 HP , ,http://uboat.net/allies/warships/class/193.html
Pro Patria class,1,1,Minelayer,612 BRT ,47m ,61 men ,"1 3"" gun 2 .5"" MG AA (2x1) 60 mines ",10 knots,"Triple-expansion-engine, 1 shaft ",650 HP , ,http://uboat.net/allies/warships/class/194.html
Prototype class,2,2,Destroyer,1192 BRT ,323 feet (oa) ,138 men ,"4 4.7"" guns (4x1) 2 2pdr AA (2x1) 6 21"" torpedo tubes ",37 knots,"Geared turbines, 2 shafts ",35500 HP ,"Details as given above are for Ambuscade. Details for Amazon are as follows; Same as Ambuscade except Displacement: 1597 tons Power: 42000 HP In the mid-1920's two destroyer prototypes were built. New technological advances in machinery and construction techniques needed to be exploited. The armament was the same as the World War One vintage Admiralty Modified W-class but there was a new fire control director system installed. Early in the war these two ships had the after bank of torpedo tubes replaced by a 3"" AA gun. Later these ships were modified for escort duties, they landed 'A' and 'Y' 4.7"" guns. A hedgehog was fitted, as well as radar and increased anti-aircraft armament. In July 1943 Ambuscade was fitted with the prototype of the Squid in lieu of the Hedgehog. The remaining bank of torpedo tubes was landed as well as the 3"" gun. 65 tons off ballast was fitted instead. Also in 1943 Amazon landed the remaining bank of torpedo tubes and her 3"" gun to make room for a ten pattern depth-charge outfit. ",http://uboat.net/allies/warships/class/195.html
Renown class,2,2,Battlecruiser,32000 BRT ,794.25 feet (oa) ,1181 men ,"Repulse; 6 15"" guns (3x2) 12 4"" guns (4x3) 8 4"" AA guns (2x2, 4x1) 16 2pdr AA (2x8) 16 .5"" AA (4x4) 8 21"" torpedo tubes (4x2) (submerged, fixed) 4 aircraft 1 catapult Renown as reconstructed; 6 15"" guns (3x2) 20 4.5 "" DP guns (10x2) 24 2pdr AA (3x8) 2 .5"" AA (2x4) 8 21"" torpedo tubes. 4 aircraft 1 catapult ",29 knots,"Geared turbines, 4 shafts ","Repulse 112000 SHP, Renown 120000 SHP ","Repulse had one triple 4"" gun turret replaced by a third 8-barrelled 2pdr pom pom in 1941. 6 single 20mm Oerlikons were also added. Renown was rebuilt and re-engined before the Second World War. During the war her Anti-Aircraft armament was increased.  ",http://uboat.net/allies/warships/class/196.html
